Word	Category	Lemma
mature	Sublist 09	mature
immature	Sublist 09	mature
immaturity	Sublist 09	mature
maturation	Sublist 09	mature
maturational	Sublist 09	mature
matured	Sublist 09	mature
matures	Sublist 09	mature
maturing	Sublist 09	mature
maturity	Sublist 09	mature
mediate	Sublist 09	mediate
mediated	Sublist 09	mediate
mediates	Sublist 09	mediate
mediating	Sublist 09	mediate
mediation	Sublist 09	mediate
medium	Sublist 09	medium
military	Sublist 09	military
minimal	Sublist 09	minimal
minimalisation	Sublist 09	minimal
minimalise	Sublist 09	minimal
minimalised	Sublist 09	minimal
minimalises	Sublist 09	minimal
minimalising	Sublist 09	minimal
minimalist	Sublist 09	minimal
minimalistic	Sublist 09	minimal
minimalists	Sublist 09	minimal
minimalization	Sublist 09	minimal
minimalize	Sublist 09	minimal
minimalized	Sublist 09	minimal
minimalizes	Sublist 09	minimal
minimalizing	Sublist 09	minimal
minimally	Sublist 09	minimal
mutual	Sublist 09	mutual
mutually	Sublist 09	mutual
norm	Sublist 09	norm
norms	Sublist 09	norm
overlap	Sublist 09	overlap
overlapped	Sublist 09	overlap
overlapping	Sublist 09	overlap
overlaps	Sublist 09	overlap
passive	Sublist 09	passive
passively	Sublist 09	passive
passivity	Sublist 09	passive
portion	Sublist 09	portion
portions	Sublist 09	portion
preliminary	Sublist 09	preliminary
preliminaries	Sublist 09	preliminary
protocol	Sublist 09	protocol
protocols	Sublist 09	protocol
qualitative	Sublist 09	qualitative
qualitatively	Sublist 09	qualitative
refine	Sublist 09	refine
refined	Sublist 09	refine
refinement	Sublist 09	refine
refinements	Sublist 09	refine
refines	Sublist 09	refine
refining	Sublist 09	refine
relax	Sublist 09	relax
relaxation	Sublist 09	relax
relaxed	Sublist 09	relax
relaxes	Sublist 09	relax
relaxing	Sublist 09	relax
restrain	Sublist 09	restrain
restrained	Sublist 09	restrain
restraining	Sublist 09	restrain
restrains	Sublist 09	restrain
restraint	Sublist 09	restrain
restraints	Sublist 09	restrain
unrestrained	Sublist 09	restrain
revolution	Sublist 09	revolution
revolutionaries	Sublist 09	revolution
revolutionary	Sublist 09	revolution
revolutionise	Sublist 09	revolution
revolutionised	Sublist 09	revolution
revolutionises	Sublist 09	revolution
revolutionising	Sublist 09	revolution
revolutionist	Sublist 09	revolution
revolutionists	Sublist 09	revolution
revolutionize	Sublist 09	revolution
revolutionized	Sublist 09	revolution
revolutionizes	Sublist 09	revolution
revolutionizing	Sublist 09	revolution
revolutions	Sublist 09	revolution
rigid	Sublist 09	rigid
rigidities	Sublist 09	rigid
rigidity	Sublist 09	rigid
rigidly	Sublist 09	rigid
route	Sublist 09	route
routed	Sublist 09	route
routes	Sublist 09	route
routing	Sublist 09	route
scenario	Sublist 09	scenario
scenarios	Sublist 09	scenario
sphere	Sublist 09	sphere
spheres	Sublist 09	sphere
spherical	Sublist 09	sphere
spherically	Sublist 09	sphere
subordinate	Sublist 09	subordinate
subordinates	Sublist 09	subordinate
subordination	Sublist 09	subordinate
supplement	Sublist 09	supplement
supplementary	Sublist 09	supplement
supplemented	Sublist 09	supplement
supplementing	Sublist 09	supplement
supplements	Sublist 09	supplement
suspend	Sublist 09	suspend
suspended	Sublist 09	suspend
suspending	Sublist 09	suspend
suspends	Sublist 09	suspend
suspension	Sublist 09	suspend
team	Sublist 09	team
teamed	Sublist 09	team
teaming	Sublist 09	team
teams	Sublist 09	team
temporary	Sublist 09	temporary
temporarily	Sublist 09	temporary
trigger	Sublist 09	trigger
triggered	Sublist 09	trigger
triggering	Sublist 09	trigger
triggers	Sublist 09	trigger
unify	Sublist 09	unify
unification	Sublist 09	unify
unified	Sublist 09	unify
unifies	Sublist 09	unify
unifying	Sublist 09	unify
violate	Sublist 09	violate
violated	Sublist 09	violate
violates	Sublist 09	violate
violating	Sublist 09	violate
violation	Sublist 09	violate
violations	Sublist 09	violate
vision	Sublist 09	vision
visions	Sublist 09	vision
adjacent	Sublist 10	adjacent
albeit	Sublist 10	albeit
assemble	Sublist 10	assemble
assembled	Sublist 10	assemble
assembles	Sublist 10	assemble
assemblies	Sublist 10	assemble
assembling	Sublist 10	assemble
assembly	Sublist 10	assemble
collapse	Sublist 10	collapse
collapsed	Sublist 10	collapse
collapses	Sublist 10	collapse
collapsible	Sublist 10	collapse
collapsing	Sublist 10	collapse
colleague	Sublist 10	colleague
colleagues	Sublist 10	colleague
compile	Sublist 10	compile
compilation	Sublist 10	compile
compilations	Sublist 10	compile
compiled	Sublist 10	compile
compiles	Sublist 10	compile
compiling	Sublist 10	compile
conceive	Sublist 10	conceive
conceivable	Sublist 10	conceive
conceivably	Sublist 10	conceive
conceived	Sublist 10	conceive
conceives	Sublist 10	conceive
conceiving	Sublist 10	conceive
inconceivable	Sublist 10	conceive
inconceivably	Sublist 10	conceive
convince	Sublist 10	convince
convinced	Sublist 10	convince
convinces	Sublist 10	convince
convincing	Sublist 10	convince
convincingly	Sublist 10	convince
unconvinced	Sublist 10	convince
depress	Sublist 10	depress
depressed	Sublist 10	depress
depresses	Sublist 10	depress
depressing	Sublist 10	depress
depression	Sublist 10	depress
encounter	Sublist 10	encounter
encountered	Sublist 10	encounter
encountering	Sublist 10	encounter
encounters	Sublist 10	encounter
enormous	Sublist 10	enormous
enormity	Sublist 10	enormous
enormously	Sublist 10	enormous
forthcoming	Sublist 10	forthcoming
incline	Sublist 10	incline
inclination	Sublist 10	incline
inclinations	Sublist 10	incline
inclined	Sublist 10	incline
inclines	Sublist 10	incline
inclining	Sublist 10	incline
integrity	Sublist 10	integrity
intrinsic	Sublist 10	intrinsic
intrinsically	Sublist 10	intrinsic
invoke	Sublist 10	invoke
invoked	Sublist 10	invoke
invokes	Sublist 10	invoke
invoking	Sublist 10	invoke
levy	Sublist 10	levy
levies	Sublist 10	levy
likewise	Sublist 10	likewise
nonetheless	Sublist 10	nonetheless
notwithstanding	Sublist 10	notwithstanding
odd	Sublist 10	odd
odds	Sublist 10	odd
ongoing	Sublist 10	ongoing
panel	Sublist 10	panel
panelled	Sublist 10	panel
panelling	Sublist 10	panel
panels	Sublist 10	panel
persist	Sublist 10	persist
persisted	Sublist 10	persist
persistence	Sublist 10	persist
persistent	Sublist 10	persist
persistently	Sublist 10	persist
persisting	Sublist 10	persist
persists	Sublist 10	persist
pose	Sublist 10	pose
posed	Sublist 10	pose
poses	Sublist 10	pose
posing	Sublist 10	pose
reluctance	Sublist 10	reluctance
reluctant	Sublist 10	reluctance
reluctantly	Sublist 10	reluctance
so-called	Sublist 10	so-called
straightforward	Sublist 10	straightforward
undergo	Sublist 10	undergo
undergoes	Sublist 10	undergo
undergoing	Sublist 10	undergo
undergone	Sublist 10	undergo
underwent	Sublist 10	undergo
whereby	Sublist 10	whereby
